,uid,domain_id,representative_status,hierarchy_identifier,pdb_identifier,chain_identifier,residue_number,seq_id,accession number,architecture,X_group,H_group,T_group,F_group,domain_assembly_status,non_polymer_entities,reciprocal_of_occupancy_ratio,topology,OFHT,number_of_jumps,number_of_frustrated_alpha-beta-units_pairing
1188,001166490,e1heiB6,AUTO_NONREP,2004.1.1.976,1hei,B,"B:188-232,B:262-325","B:9-53,B:83-146",P27958,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",DEAD_3,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0004456327985739,15423+++++,0.0425679777854065,2.0,1.0
1189,000159321,e2f6rA1,AUTO_NONREP,2004.1.1.63,2f6r,A,A:16-262,A:28-274,Q9DBL7,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",CoaE,NOT_DOMAIN_ASSEMBLY,"ACO,UNL",0.0004456327985739,23145+++++,1.0941212545746606,2.0,1.0
1190,000169187,e3et4A1,AUTO_NONREP,2006.1.1.2,3et4,A,A:11-254,A:12-255,Q4QMM5,a/b three-layered sandwiches,"""HAD domain-like""","""HAD domain-related""","""HAD-like""",Acid_phosphat_B,NOT_DOMAIN_ASSEMBLY,"MG,PG4",0.002840909090909,32145+++++,6.241713375914241,1.0,0.0
1191,001684202,e4w8gA1,AUTO_NONREP,2007.9.1.2,4w8g,A,A:96-220,A:4-128,A6M946,a/b three-layered sandwiches,"""Flavodoxin-like""","""NO_H_NAME""","""Toll/Interleukin receptor TIR domain""",TIR,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0166666666666666,21345+++++,5.036236472780408,1.0,0.0
1192,000095841,e2gwgB1,AUTO_NONREP,2002.1.1.14,2gwg,B,B:1-342,B:1-342,Q6N0R4,a/b barrels,"""TIM beta/alpha-barrel""","""NO_H_NAME""","""TIM barrels""",Amidohydro_2,NOT_DOMAIN_ASSEMBLY,ZN,0.0001990445859872,12345+++++,0.0331758580514933,0.0,0.0
1193,000168904,e2vpqA3,AUTO_NONREP,2003.1.10.61,2vpq,A,A:2-113,A:2-113,Q99TW7,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""PreATP-grasp domain""",Biotin_carb_N,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0002145922746781,32145+++++,6.241713375914241,1.0,0.0
1194,001395390,e3sr3B2,AUTO_NONREP,2007.1.1.19,3sr3,B,B:3-158,B:6-161,Q81RT8,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Class I glutamine amidotransferase-like""",Peptidase_S66_N,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0011806375442739,21345+++++,5.036236472780408,1.0,0.0
1195,001253056,e4o5aA2,AUTO_NONREP,2007.1.2.16,4o5a,A,A:171-299,A:174-302,C6AGK7,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_3,NOT_DOMAIN_ASSEMBLY,"GOL,SO4",0.0002823263692828,21345+++++,5.036236472780408,1.0,0.0
1196,000167866,e3c1oA1,AUTO_NONREP,2003.1.1.51,3c1o,A,A:1-314,A:4-317,D0VWT0,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""NAD(P)-binding Rossmann-fold domains""",NmrA,NOT_DOMAIN_ASSEMBLY,NAP,0.0003301419610432,32145+++++,6.241713375914241,1.0,0.0
1197,000149101,e4amuA2,AUTO_NONREP,2003.1.14.1,4amu,A,A:154-342,A:177-365,Q8EVF5,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""Aspartate/ornithine carbamoyltransferase""",OTCace,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0001129433024621,32145+++++,6.241713375914241,1.0,0.0
1198,000976067,e3vpfB2,AUTO_NONREP,2003.1.1.40,3vpf,B,B:1-147,B:1-147,P00343,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""NAD(P)-binding Rossmann-fold domains""",Ldh_1_N,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,5.573825316314587e-05,32145+++++,6.241713375914241,1.0,0.0
1199,001140105,e2m1xA1,AUTO_NONREP,2007.9.1.7,2m1x,A,A:386-545,A:2-160,Q8IUC6,a/b three-layered sandwiches,"""Flavodoxin-like""","""NO_H_NAME""","""Toll/Interleukin receptor TIR domain""",UNK_F_TYPE,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.3333333333333333,21345+++++,5.036236472780408,1.0,0.0
1200,001199703,e3u9sI5,AUTO_NONREP,2003.1.10.61,3u9s,I,I:46-180,I:5-139,Q9I299,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""PreATP-grasp domain""",Biotin_carb_N,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0002145922746781,32145+++++,6.241713375914241,1.0,0.0
1201,000223415,e4iyjA1,AUTO_NONREP,2007.5.1.31,4iyj,A,A:18-228,A:2-212,A7V743,a/b three-layered sandwiches,"""Flavodoxin-like""","""NO_H_NAME""","""SGNH hydrolase""",Lipase_GDSL_2,NOT_DOMAIN_ASSEMBLY,"CL,GOL,UNL",0.0027777777777777,21345+++++,5.036236472780408,1.0,0.0
1202,001173104,e3h5oA2,AUTO_NONREP,2007.1.2.16,3h5o,A,A:169-300,A:161-292,Q7NTU7,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_3,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0002823263692828,21345+++++,5.036236472780408,1.0,0.0
1203,000010048,e1r8jA2,MANUAL_REP,2007.1.3.9,1r8j,A,A:1-135,A:6-140,Q79PF6,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",OKR_DC_1_N_like,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0043290043290043,21345+++++,5.036236472780408,1.0,0.0
1204,000136392,e3h3fA2,AUTO_NONREP,2003.1.1.40,3h3f,A,A:1-159,A:1-159,P13491,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""NAD(P)-binding Rossmann-fold domains""",Ldh_1_N,NOT_DOMAIN_ASSEMBLY,"ACT,NAI,OXM",5.573825316314587e-05,32145+++++,6.241713375914241,1.0,0.0
1205,000153108,e4haoA2,AUTO_NONREP,2007.1.4.2,4hao,A,A:4-121,A:5-122,Q8ZH09,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Phosphofructokinase N-terminal domain""",NAD_kinase_N,NOT_DOMAIN_ASSEMBLY,ACY,0.0009990009990009,32145+++++,6.241713375914241,1.0,0.0
1206,001178671,e4oh7A6,AUTO_NONREP,2003.1.14.2,4oh7,A,A:6-151,A:14-159,C0RH19,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""Aspartate/ornithine carbamoyltransferase""",OTCace_N,NOT_DOMAIN_ASSEMBLY,"CL,EDO",0.0001046791583795,15423+++++,0.0425679777854065,2.0,1.0
1207,001088419,e4loaA1,AUTO_NONREP,2004.1.1.152,4loa,A,A:2-166,A:2-166,NO_UNP,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",SKI,NOT_DOMAIN_ASSEMBLY,CL,0.0001336898395721,23145+++++,1.0941212545746606,2.0,1.0
1208,000164524,e2enxA2,AUTO_NONREP,2006.1.2.5,2enx,A,A:2-190,A:1-189,Q3K0B5,a/b three-layered sandwiches,"""HAD domain-like""","""HAD domain-related""","""DHH phosphoesterases""",DHH,NOT_DOMAIN_ASSEMBLY,"2PN,MN,TRP",0.0017482517482517,21345+++++,5.036236472780408,1.0,0.0
1209,001253171,e4maaA3,AUTO_NONREP,2007.1.2.42,4maa,A,A:147-280,A:150-283,Q4KAF7,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_6,NOT_DOMAIN_ASSEMBLY,GOL,0.0004058441558441,21345+++++,5.036236472780408,1.0,0.0
1210,001174413,e2qjtB3,AUTO_NONREP,2005.1.1.218,2qjt,B,B:1-184,B:6-189,Q5NHR1,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",CTP_transf_like,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0014245014245014,32145+++++,6.241713375914241,1.0,0.0
1211,000009843,e2d13A1,MANUAL_REP,2005.1.1.128,2d13,A,A:2-227,A:2-227,O58996,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",Diphthami_syn_2,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0128205128205128,32145+++++,6.241713375914241,1.0,0.0
1212,000009577,e1nstA1,MANUAL_REP,2004.1.1.159,1nst,A,A:579-879,A:22-322,P52848,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",Sulfotransfer_1,NOT_DOMAIN_ASSEMBLY,A3P,0.0001371177841766,23145+++++,1.0941212545746606,2.0,1.0
1213,001409818,e1dxqA1,AUTO_NONREP,2007.2.1.5,1dxq,A,A:1-273,A:1-273,Q64669,a/b three-layered sandwiches,"""Flavodoxin-like""","""Flavoproteins/Phosphotyrosine protein phosphatases-like""","""Flavoproteins""",FMN_red,NOT_DOMAIN_ASSEMBLY,FAD,0.0009930486593843,21345+++++,5.036236472780408,1.0,0.0
1214,000138307,e3lv8A1,AUTO_NONREP,2004.1.1.166,3lv8,A,A:2-210,A:26-234,Q9KQI2,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",Thymidylate_kin,NOT_DOMAIN_ASSEMBLY,"ADP,CA,CL,TMP,TYD",0.0002228163992869,23145+++++,1.0941212545746606,2.0,1.0
1215,000164241,e2hqrA2,AUTO_NONREP,2007.1.3.29,2hqr,A,A:1-117,A:1-117,Q9ZM42,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",Response_reg,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0001100594320933,21345+++++,5.036236472780408,1.0,0.0
1216,000141683,e3ab7A2,AUTO_NONREP,2005.1.1.145,3ab7,A,A:152-268,A:152-268,Q5SLE3,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",Usp,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.001131221719457,32145+++++,6.241713375914241,1.0,0.0
1217,000009802,e1mv8A3,MANUAL_REP,2003.1.12.23,1mv8,A,A:301-436,A:301-436,P11759,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""UDPG/MGDP dehydrogenase C-terminal domain""",UDPG_MGDP_dh_C,NOT_DOMAIN_ASSEMBLY,"GDX,NAD",0.0003065603923973,21345+++++,5.036236472780408,1.0,0.0
1218,000104726,e1jlkA1,AUTO_NONREP,2007.1.3.29,1jlk,A,A:7-146,A:7-146,Q55169,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",Response_reg,NOT_DOMAIN_ASSEMBLY,"MN,SO4",0.0001100594320933,21345+++++,5.036236472780408,1.0,0.0
1219,001714483,e3x1kA1,AUTO_NONREP,2005.1.1.218,3x1k,A,A:2-158,A:2-158,A0A0X1KGP2,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",CTP_transf_like,NOT_DOMAIN_ASSEMBLY,"ANP,DMS,FMT,PO4",0.0014245014245014,32145+++++,6.241713375914241,1.0,0.0
1220,000309718,e2dplB2,AUTO_NONREP,2005.1.1.13,2dpl,B,"B:6-129,B:155-189","B:6-129,B:155-189",O59072,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",NAD_synthase,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.001131221719457,32145+++++,6.241713375914241,1.0,0.0
1221,001107959,e1moqA2,MANUAL_REP,2007.6.1.15,1moq,A,A:243-425,A:3-185,P17169,a/b three-layered sandwiches,"""Flavodoxin-like""","""NO_H_NAME""","""Ribosomal protein S2/SIS domain""",SIS_3,NOT_DOMAIN_ASSEMBLY,"GLP,MRD,SO4",0.002020202020202,21345+++++,5.036236472780408,1.0,0.0
1222,000009152,e2cmdA2,MANUAL_REP,2003.1.1.40,2cmd,A,A:1-145,A:1-145,P61889,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""NAD(P)-binding Rossmann-fold domains""",Ldh_1_N,NOT_DOMAIN_ASSEMBLY,CIT,5.573825316314587e-05,32145+++++,6.241713375914241,1.0,0.0
1223,001253198,e4m88A2,AUTO_NONREP,2007.1.2.43,4m88,A,"A:0-120,A:253-354","A:3-123,A:256-357",A1WL96,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_5,NOT_DOMAIN_ASSEMBLY,GOL,0.0003167564143173,21345+++++,5.036236472780408,1.0,0.0
1224,001316665,e4c03A1,AUTO_NONREP,2003.1.5.183,4c03,A,A:41-189,A:45-193,Q6NZB1,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""S-adenosyl-L-methionine-dependent methyltransferases""",PrmA,NOT_DOMAIN_ASSEMBLY,SFG,0.0002524614996213,32145+++++,6.241713375914241,1.0,0.0
1225,001410483,e7mdhA1,AUTO_NONREP,2003.1.1.40,7mdh,A,A:23-196,A:9-182,P17606,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""NAD(P)-binding Rossmann-fold domains""",Ldh_1_N,NOT_DOMAIN_ASSEMBLY,ZN,5.573825316314587e-05,32145+++++,6.241713375914241,1.0,0.0
1226,000010548,e2hy5A1,MANUAL_REP,7545.1.1.1,2hy5,A,A:1-130,A:1-130,O87896,a/b three-layered sandwiches,"""NO_X_NAME""","""NO_H_NAME""","""YchN-like""",DrsE,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0555555555555555,51234+++++,0.7777777777777772,1.0,0.0
1227,000159584,e2fb6A1,AUTO_NONREP,7545.1.1.1,2fb6,A,A:-1-114,A:2-117,Q8A7V2,a/b three-layered sandwiches,"""NO_X_NAME""","""NO_H_NAME""","""YchN-like""",DrsE,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0555555555555555,51234+++++,0.7777777777777772,1.0,0.0
1228,000955584,e3ey9A1,AUTO_NONREP,2003.1.4.8,3ey9,A,"A:176-355,A:531-571","A:176-355,A:531-571",P07003,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""DHS-like NAD/FAD-binding domain""",TPP_enzyme_M,NOT_DOMAIN_ASSEMBLY,FAD,0.0001532801961986,21345+++++,5.036236472780408,1.0,0.0
1229,000010463,e1duvG2,MANUAL_REP,2003.1.14.1,1duv,G,G:151-333,G:151-333,P04391,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""Aspartate/ornithine carbamoyltransferase""",OTCace,NOT_DOMAIN_ASSEMBLY,"MPD,PSQ",0.0001129433024621,32145+++++,6.241713375914241,1.0,0.0
1230,001205823,e4izoA5,AUTO_NONREP,2003.1.10.15,4izo,A,A:9-111,A:30-132,Q2T0S5,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""PreATP-grasp domain""",2-Hacid_dh_C_2,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0003301419610432,32145+++++,6.241713375914241,1.0,0.0
1231,000144575,e3tnjA1,AUTO_NONREP,2005.1.1.145,3tnj,A,A:2-147,A:4-149,Q82VN8,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",Usp,NOT_DOMAIN_ASSEMBLY,AMP,0.001131221719457,32145+++++,6.241713375914241,1.0,0.0
1232,000100382,e1jeoA1,AUTO_NONREP,2007.6.1.50,1jeo,A,A:4-180,A:4-180,Q58644,a/b three-layered sandwiches,"""Flavodoxin-like""","""NO_H_NAME""","""Ribosomal protein S2/SIS domain""",SIS,NOT_DOMAIN_ASSEMBLY,CIT,0.0028985507246376,21345+++++,5.036236472780408,1.0,0.0
1233,001155183,e3u6nA7,AUTO_NONREP,2003.1.1.71,3u6n,A,"A:612-614,A:688-918","A:273-275,A:349-545",B7ZC96,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""NAD(P)-binding Rossmann-fold domains""",TrkA_N_1,NOT_DOMAIN_ASSEMBLY,CA,0.0004768717215069,32145+++++,6.241713375914241,1.0,0.0
1234,000305246,e2h4hA2,AUTO_NONREP,2003.1.4.33,2h4h,A,"A:1-111,A:154-246","A:1-111,A:154-246",Q9WYW0,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""DHS-like NAD/FAD-binding domain""",SIR2_1st,NOT_DOMAIN_ASSEMBLY,NAD,0.0001384466288245,21345+++++,5.036236472780408,1.0,0.0
1235,001031114,e4bj6.1,MANUAL_REP,2004.1.1.186,4bj6,.,"F:36-48,A:60-151,A:188-282","F:1-13,A:30-121,A:158-252",Q06208,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",EUF08601,NOT_DOMAIN_ASSEMBLY,SO4,0.0053475935828877,51432+++++,0.0634888212816436,2.0,1.0
1236,001296324,e4mquA3,AUTO_NONREP,2007.6.1.51,4mqu,A,"A:282-365,A:385-503","A:293-376,A:396-514",Q14397,a/b three-layered sandwiches,"""Flavodoxin-like""","""NO_H_NAME""","""Ribosomal protein S2/SIS domain""",murQ_1st,NOT_DOMAIN_ASSEMBLY,"IOD,S6P",0.0111111111111111,21345+++++,5.036236472780408,1.0,0.0
1237,001717051,e5douA6,AUTO_NONREP,2003.1.10.2,5dou,A,A:414-542,A:403-531,P31327,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""PreATP-grasp domain""",carB,NOT_DOMAIN_ASSEMBLY,EDO,0.0014306151645207,32145+++++,6.241713375914241,1.0,0.0
1238,001064489,e4l5pA1,AUTO_NONREP,2002.1.1.14,4l5p,A,A:0-334,A:1-335,NO_UNP,a/b barrels,"""TIM beta/alpha-barrel""","""NO_H_NAME""","""TIM barrels""",Amidohydro_2,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0001990445859872,12345+++++,0.0331758580514933,0.0,0.0
1239,000104606,e1udrD1,AUTO_NONREP,2007.1.3.29,1udr,D,D:4-129,D:4-129,P0AE67,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",Response_reg,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0001100594320933,21345+++++,5.036236472780408,1.0,0.0
1240,000010040,e1w25A2,MANUAL_REP,2007.1.3.29,1w25,A,A:2-140,A:1-139,B8GZM2,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",Response_reg,NOT_DOMAIN_ASSEMBLY,MG,0.0001100594320933,21345+++++,5.036236472780408,1.0,0.0
1241,000009799,e1np7A2,MANUAL_REP,2005.1.1.129,1np7,A,A:1-204,A:1-204,P77967,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",DNA_photolyase,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0024038461538461,32145+++++,6.241713375914241,1.0,0.0
1242,001697886,e4d80A1,AUTO_NONREP,2004.1.1.190,4d80,A,A:97-270,A:44-217,A4YHC5,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",Sigma54_activat,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,6.076810889645114e-05,51432+++++,0.0634888212816436,2.0,1.0
1243,001281083,e2fqwA2,AUTO_NONREP,2007.1.2.31,2fqw,A,A:123-260,A:108-245,P29724,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Bmp_2nd,NOT_DOMAIN_ASSEMBLY,NOS,0.0025974025974025,21345+++++,5.036236472780408,1.0,0.0
1244,000103345,e1ct9C2,AUTO_NONREP,2005.1.1.125,1ct9,C,C:193-516,C:193-516,P22106,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",Asn_synthase,NOT_DOMAIN_ASSEMBLY,"AMP,GLN,IUM",0.0048076923076923,32145+++++,6.241713375914241,1.0,0.0
1245,001114565,e3ff1A1,AUTO_NONREP,2007.6.1.47,3ff1,A,A:0-218,A:3-221,Q5HHC2,a/b three-layered sandwiches,"""Flavodoxin-like""","""NO_H_NAME""","""Ribosomal protein S2/SIS domain""",PGI_N,NOT_DOMAIN_ASSEMBLY,"G6Q,NA",0.0035087719298245,21345+++++,5.036236472780408,1.0,0.0
1246,001489001,e4mv9A2,AUTO_NONREP,2003.1.10.61,4mv9,A,A:1-114,A:21-134,P43873,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""PreATP-grasp domain""",Biotin_carb_N,NOT_DOMAIN_ASSEMBLY,EDO,0.0002145922746781,32145+++++,6.241713375914241,1.0,0.0
1247,000010034,e1k68A1,MANUAL_REP,2007.1.3.29,1k68,A,A:9-148,A:1-140,Q8RTN0,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",Response_reg,NOT_DOMAIN_ASSEMBLY,MG,0.0001100594320933,21345+++++,5.036236472780408,1.0,0.0
1248,001173135,e2livA2,AUTO_NONREP,2007.1.2.42,2liv,A,A:120-249,A:120-249,P0AD96,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_6,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0004058441558441,21345+++++,5.036236472780408,1.0,0.0
1249,000010027,e1qkkA1,MANUAL_REP,2007.1.3.29,1qkk,A,A:5-144,A:4-143,P13632,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",Response_reg,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0001100594320933,21345+++++,5.036236472780408,1.0,0.0
1250,001139953,e4lfmD1,AUTO_NONREP,7560.1.1.1,4lfm,D,D:1-144,D:1-144,C7TGZ5,a/b three-layered sandwiches,"""NO_X_NAME""","""NO_H_NAME""","""Ribose/Galactose isomerase RpiB/AlsB""",LacAB_rpiB,NOT_DOMAIN_ASSEMBLY,PSJ,0.125,21354+++++,1.0,2.0,1.0
1251,000008944,e2hbvA1,MANUAL_REP,2002.1.1.14,2hbv,A,A:3-333,A:3-333,Q83V25,a/b barrels,"""TIM beta/alpha-barrel""","""NO_H_NAME""","""TIM barrels""",Amidohydro_2,NOT_DOMAIN_ASSEMBLY,ZN,0.0001990445859872,12345+++++,0.0331758580514933,0.0,0.0
1252,001288667,e4kdrA1,AUTO_NONREP,2003.1.5.184,4kdr,A,A:10-240,"A:16-165,A:171-223",P17993,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""S-adenosyl-L-methionine-dependent methyltransferases""",Methyltransf_11_6,NOT_DOMAIN_ASSEMBLY,SAH,0.0004291845493562,32145+++++,6.241713375914241,1.0,0.0
1253,000138208,e3lp8A3,AUTO_NONREP,2003.1.10.7,3lp8,A,A:-1-101,A:22-122,Q2GFJ0,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""PreATP-grasp domain""",GARS_N,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0004291845493562,32145+++++,6.241713375914241,1.0,0.0
1254,001232041,e3rnlA2,AUTO_NONREP,2004.1.1.159,3rnl,A,"A:3-214,A:266-300","A:6-217,A:269-303",C8WTE4,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",Sulfotransfer_1,NOT_DOMAIN_ASSEMBLY,"GOL,MG",0.0001371177841766,23145+++++,1.0941212545746606,2.0,1.0
1255,001653219,e3hcwA2,AUTO_NONREP,2007.1.2.16,3hcw,A,A:168-297,A:116-245,Q99TY5,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_3,NOT_DOMAIN_ASSEMBLY,GOL,0.0002823263692828,21345+++++,5.036236472780408,1.0,0.0
1256,001252680,e3lmkB2,AUTO_NONREP,2007.1.2.29,3lmk,B,B:192-330,B:179-317,P41594,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",ANF_receptor_2nd_1,NOT_DOMAIN_ASSEMBLY,GLU,0.0007215007215007,21345+++++,5.036236472780408,1.0,0.0
1257,000138469,e3lwzA1,AUTO_NONREP,2007.1.12.1,3lwz,A,A:4-149,A:7-152,Q8ZAX1,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Type II 3-dehydroquinate dehydratase""",DHquinase_II,NOT_DOMAIN_ASSEMBLY,"BME,GOL",0.001082251082251,21345+++++,5.036236472780408,1.0,0.0
1258,000137797,e3l92A1,AUTO_NONREP,2005.1.1.6,3l92,A,A:1-159,A:4-162,Q8ZJN9,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",CTP_transf_like_1,NOT_DOMAIN_ASSEMBLY,COA,0.0029585798816568,32145+++++,6.241713375914241,1.0,0.0
1259,000167274,e3cg4A1,AUTO_NONREP,2007.1.3.29,3cg4,A,A:4-129,A:6-131,Q2FQ04,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",Response_reg,NOT_DOMAIN_ASSEMBLY,"GOL,MG",0.0001100594320933,21345+++++,5.036236472780408,1.0,0.0
1260,000009549,e2ak3A2,MANUAL_REP,2004.1.1.32,2ak3,A,"A:0-124,A:162-225","A:1-125,A:163-226",P08760,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",AAA_33,NOT_DOMAIN_ASSEMBLY,"AMP,SO4",0.0002325040688212,23145+++++,1.0941212545746606,2.0,1.0
1261,000009844,e2pg3A1,MANUAL_REP,2005.1.1.13,2pg3,A,A:1-230,A:2-231,Q6D820,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",NAD_synthase,NOT_DOMAIN_ASSEMBLY,ZN,0.001131221719457,32145+++++,6.241713375914241,1.0,0.0
1262,000101108,e1x6vB2,AUTO_NONREP,2004.1.1.48,1x6v,B,B:34-228,B:34-228,O43252,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",APS_kinase_1,NOT_DOMAIN_ASSEMBLY,ADP,0.0004861448711716,23145+++++,1.0941212545746606,2.0,1.0
1263,000162759,e2nz2A2,AUTO_NONREP,2005.1.1.221,2nz2,A,A:4-171,A:5-172,P00966,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",Arginosuc_synth_N,NOT_DOMAIN_ASSEMBLY,"ASP,CIR,NA",0.0128205128205128,32145+++++,6.241713375914241,1.0,0.0
